Speaker_1,Speaker_2,Speaker_1_Time_Sec,Speaker_2_Time_Sec,Matched_Phrase,Time_Delta_Sec,Distance_Feet,Distance_Meters
Kush,Alicia,320.584,306.667,get to talk about,13.9178,15662.09,4773.8
Kush,Alicia,320.887,307.0,to talk about whatever,13.8867,15627.08,4763.13
Kush,Alicia,321.189,307.333,talk about whatever you,13.8556,15592.07,4752.46
Kush,Alicia,321.491,307.667,about whatever you want,13.8244,15557.06,4741.78
Kush,Alicia,321.793,308.0,whatever you want whats,13.7933,15522.05,4731.11
Kush,Alicia,322.096,308.333,you want whats on,13.7622,15487.04,4720.44
Kush,Alicia,322.398,308.667,want whats on your,13.7311,15452.03,4709.77
Kush,Alicia,322.7,309.0,whats on your mind,13.7,15417.02,4699.1
Kush,Alicia,323.036,309.4,on your mind today,13.636,15345.0,4677.15
Kush,Alicia,323.372,309.8,your mind today whats,13.572,15272.98,4655.2
Kush,Alicia,323.708,310.2,mind today whats going,13.508,15200.96,4633.24
Kush,Alicia,324.044,310.6,today whats going on,13.444,15128.94,4611.29
Kush,Alicia,324.38,311.0,whats going on today,13.38,15056.92,4589.34
Kush,Alicia,325.3,312.25,on my mind i,13.05,14685.56,4476.15
Kush,Alicia,325.613,312.5,my mind i dont,13.1133,14756.83,4497.87
Kush,Alicia,325.927,312.75,mind i dont know,13.1767,14828.1,4519.6
Kush,Alicia,326.24,313.0,i dont know i,13.24,14899.37,4541.32
Kush,Alicia,326.553,313.333,dont know i was,13.22,14876.86,4534.46
Kush,Alicia,326.867,313.667,know i was about,13.2,14854.36,4527.6
Kush,Alicia,327.18,314.0,i was about to,13.18,14831.85,4520.74
Kush,Alicia,327.38,314.231,was about to start,13.1492,14797.22,4510.19
Kush,Alicia,327.58,314.462,about to start coloring,13.1185,14762.6,4499.63
Kush,Alicia,327.78,314.692,to start coloring and,13.0877,14727.97,4489.08
Kush,Alicia,327.98,314.923,start coloring and then,13.0569,14693.35,4478.52
Kush,Alicia,328.18,315.154,coloring and then you,13.0262,14658.72,4467.97
Kush,Alicia,328.38,315.385,and then you started,12.9954,14624.1,4457.42
Kush,Alicia,328.58,315.615,then you started talking,12.9646,14589.47,4446.86
Kush,Alicia,328.78,315.846,you started talking about,12.9338,14554.85,4436.31
Kush,Alicia,328.98,316.077,started talking about pandas,12.9031,14520.22,4425.76
Kush,Alicia,331.14,317.714,why dont you show,13.4257,15108.36,4605.02
Kush,Alicia,331.47,318.071,dont you show the,13.3986,15077.81,4595.71
Kush,Alicia,331.8,318.429,you show the panda,13.3714,15047.27,4586.4
Kush,Alicia,332.13,318.786,show the panda what,13.3443,15016.73,4577.09
Kush,Alicia,332.46,319.143,the panda what you,13.3171,14986.18,4567.78
Kush,Alicia,332.79,319.5,panda what you have,13.29,14955.64,4558.47
Kush,Alicia,334.44,321.286,your book here look,13.1543,14802.91,4511.92
Kush,Alicia,334.77,321.643,book here look look,13.1271,14772.37,4502.61
Kush,Alicia,335.1,322.0,here look look i,13.1,14741.82,4493.3
Kush,Alicia,335.94,323.0,look look i have,12.94,14561.77,4438.42
Kush,Alicia,336.78,324.0,look i have not,12.78,14381.72,4383.54
Kush,Alicia,337.187,325.0,i have not drawn,12.1867,13714.02,4180.03
Kush,Alicia,337.593,325.2,have not drawn anything,12.3933,13946.59,4250.91
Kush,Alicia,338.0,325.4,not drawn anything oh,12.6,14179.16,4321.8
Kush,Alicia,338.407,325.6,drawn anything oh wow,12.8067,14411.73,4392.69
Kush,Alicia,339.22,327.0,oh wow look at,12.22,13751.53,4191.46
Kush,Alicia,339.84,327.5,wow look at this,12.34,13886.57,4232.62
Kush,Alicia,341.34,328.0,look at this thats,13.34,15011.9,4575.62
Kush,Alicia,341.727,328.333,at this thats very,13.3933,15071.92,4593.91
Kush,Alicia,342.113,328.667,this thats very creative,13.4467,15131.94,4612.21
Kush,Alicia,342.5,329.0,thats very creative of,13.5,15191.95,4630.5
Kush,Alicia,342.94,329.4,very creative of you,13.54,15236.97,4644.22
Kush,Alicia,343.38,329.8,creative of you i,13.58,15281.98,4657.94
Kush,Alicia,343.82,330.2,of you i cant,13.62,15326.99,4671.66
Kush,Alicia,344.26,330.6,you i cant read,13.66,15372.01,4685.38
Kush,Alicia,344.7,331.0,i cant read this,13.7,15417.02,4699.1
Kush,Alicia,345.41,331.5,cant read this i,13.91,15653.34,4771.13
Kush,Alicia,346.12,332.0,read this i thought,14.12,15889.66,4843.16
Kush,Alicia,346.83,332.5,this i thought you,14.33,16125.98,4915.19
Kush,Alicia,347.54,333.0,i thought you made,14.54,16362.3,4987.22
Kush,Alicia,347.724,333.4,thought you made it,14.324,16119.23,4913.13
Kush,Alicia,347.908,333.8,you made it what,14.108,15876.16,4839.04
Kush,Alicia,348.092,334.2,made it what do,13.892,15633.08,4764.96
Kush,Alicia,348.276,334.6,it what do you,13.676,15390.01,4690.87
Kush,Alicia,348.46,335.0,what do you mean,13.46,15146.94,4616.78
Kush,Alicia,348.67,335.25,do you mean you,13.42,15101.93,4603.06
Kush,Alicia,348.88,335.5,you mean you cannot,13.38,15056.92,4589.34
Kush,Alicia,349.09,335.75,mean you cannot read,13.34,15011.9,4575.62
Kush,Alicia,349.3,336.0,you cannot read it,13.3,14966.89,4561.9
Kush,Alicia,349.51,336.25,cannot read it i,13.26,14921.88,4548.18
Kush,Alicia,349.72,336.5,read it i didnt,13.22,14876.86,4534.46
Kush,Alicia,349.93,336.75,it i didnt thats,13.18,14831.85,4520.74
Kush,Alicia,350.14,337.0,i didnt thats funny,13.14,14786.84,4507.02
Kush,Alicia,350.64,337.5,didnt thats funny i,13.14,14786.84,4507.02
Kush,Alicia,351.14,338.0,thats funny i did,13.14,14786.84,4507.02
Kush,Alicia,366.317,346.846,got every position everyone,19.471,21911.29,6678.55
Kush,Alicia,366.614,347.692,every position everyone was,18.922,21293.47,6490.24
Kush,Alicia,366.911,348.538,position everyone was at,18.373,20675.65,6301.93
Kush,Alicia,367.209,349.385,everyone was at and,17.824,20057.83,6113.62
Kush,Alicia,367.506,350.231,was at and who,17.2749,19440.01,5925.31
Kush,Alicia,367.803,351.077,at and who they,16.7259,18822.2,5737.0
Kush,Alicia,368.1,351.923,and who they were,16.1769,18204.38,5548.68
Kush,Alicia,368.433,352.769,who they were talking,15.6641,17627.28,5372.79
Kush,Alicia,368.767,353.615,they were talking to,15.1513,17050.19,5196.89
Kush,Alicia,369.1,354.462,were talking to only,14.6385,16473.1,5020.99
Kush,Alicia,369.433,355.308,talking to only you,14.1256,15896.01,4845.09
Kush,Alicia,369.767,356.154,to only you understand,13.6128,15318.92,4669.2
Kush,Alicia,370.1,357.0,only you understand that,13.1,14741.82,4493.3
Kush,Alicia,370.54,357.4,you understand that man,13.14,14786.84,4507.02
Kush,Alicia,373.14,359.0,the last number like,14.14,15912.17,4850.02
Kush,Alicia,374.19,360.364,riyadhs at one and,13.8264,15559.22,4742.44
Kush,Alicia,374.4,360.636,at one and hes,13.7636,15488.63,4720.93
Kush,Alicia,374.61,360.909,one and hes talking,13.7009,15418.04,4699.41
Kush,Alicia,375.7,362.0,whoever was at three,13.7,15417.02,4699.1
Kush,Alicia,376.788,363.0,whos at three max,13.788,15516.05,4729.28
Kush,Alicia,376.996,363.25,at three max so,13.746,15468.79,4714.88
Kush,Alicia,378.22,364.333,riyadh and max are,13.8867,15627.08,4763.13
Kush,Alicia,378.572,364.667,and max are talking,13.9053,15648.09,4769.53
Kush,Alicia,378.924,365.0,max are talking cool,13.924,15669.09,4775.93
Kush,Alicia,379.276,365.333,are talking cool cool,13.9427,15690.1,4782.33
Kush,Alicia,379.628,365.667,talking cool cool did,13.9613,15711.11,4788.74
Kush,Alicia,379.98,366.0,cool cool did you,13.98,15732.11,4795.14
Kush,Alicia,380.48,367.0,cool did you write,13.48,15169.45,4623.64
Kush,Alicia,380.98,368.0,did you write down,12.98,14606.78,4452.14
Kush,Alicia,381.275,368.154,you write down the,13.1212,14765.63,4500.56
Kush,Alicia,385.82,373.0,i stopped recording by,12.82,14426.73,4397.26
Kush,Alicia,386.02,373.25,stopped recording by the,12.77,14370.46,4380.11
Kush,Alicia,386.22,373.5,recording by the way,12.72,14314.2,4362.96
Kush,Alicia,386.42,373.75,by the way you,12.67,14257.93,4345.81
Kush,Alicia,389.54,376.0,what did you think,13.54,15236.97,4644.22
Kush,Alicia,392.82,379.0,its mainly your opinion,13.82,15552.06,4740.26
Kush,Alicia,402.58,394.0,hold on i need,8.58,9655.33,2942.94
Kush,Alicia,402.82,394.5,on i need to,8.32,9362.75,2853.76
Kush,Alicia,403.06,395.0,i need to close,8.06,9070.16,2764.58
Kush,Alicia,403.307,395.167,need to close my,8.14,9160.19,2792.02
Kush,Alicia,409.3,401.0,lets go i start,8.3,9340.24,2846.9
Kush,Alicia,409.82,401.5,go i start at,8.32,9362.75,2853.76
Kush,Alicia,410.34,402.0,i start at the,8.34,9385.25,2860.62
Kush,Alicia,410.593,402.5,start at the coloring,8.0933,9107.67,2776.01
Kush,Alicia,410.847,403.0,at the coloring station,7.8467,8830.09,2691.41
Kush,Alicia,423.86,415.0,wow somebody did a,8.86,9970.42,3038.98
Kush,Alicia,424.43,416.0,somebody did a really,8.43,9486.53,2891.49
Kush,Alicia,425.0,416.571,did a really good,8.4286,9484.92,2891.0
Kush,Alicia,425.57,417.143,a really good job,8.4271,9483.32,2890.51
Kush,Alicia,426.14,417.714,really good job drawing,8.4257,9481.71,2890.02
Kush,Alicia,426.71,418.286,good job drawing all,8.4243,9480.1,2889.53
Kush,Alicia,427.28,418.857,job drawing all right,8.4229,9478.49,2889.04
Kush,Alicia,427.85,419.429,drawing all right now,8.4214,9476.89,2888.55
Kush,Alicia,437.1,427.789,we need to refine,9.3105,10477.41,3193.51
Kush,Alicia,437.415,428.158,need to refine it,9.2571,10417.3,3175.19
Kush,Alicia,437.73,428.526,to refine it a,9.2037,10357.18,3156.86
Kush,Alicia,438.045,428.895,refine it a little,9.1503,10297.07,3138.54
Kush,Alicia,438.36,429.263,it a little better,9.0968,10236.95,3120.22
Kush,Alicia,444.68,435.571,want to restart real,9.1086,10250.15,3124.24
Kush,Alicia,444.86,435.857,to restart real quick,9.0029,10131.19,3087.98
Kush,Alicia,445.04,436.143,restart real quick yeah,8.8971,10012.22,3051.72
Kush,Alicia,468.86,456.0,im going to be,12.86,14471.74,4410.98
Kush,Alicia,475.32,455.5,right im going to,19.82,22304.04,6798.26
Kush,Alicia,475.58,456.0,im going to be,19.58,22033.96,6715.94
Kush,Alicia,475.78,456.75,going to be writing,19.03,21415.03,6527.29
Kush,Alicia,475.98,457.5,to be writing on,18.48,20796.1,6338.64
Kush,Alicia,476.18,458.25,be writing on the,17.93,20177.17,6149.99
Kush,Alicia,476.38,459.0,writing on the board,17.38,19558.24,5961.34
Kush,Alicia,476.58,459.75,on the board and,16.83,18939.3,5772.69
Kush,Alicia,476.78,460.5,the board and as,16.28,18320.37,5584.04
Kush,Alicia,476.98,461.25,board and as i,15.73,17701.44,5395.39
Kush,Alicia,477.18,462.0,and as i write,15.18,17082.51,5206.74
Kush,Alicia,477.38,462.75,as i write i,14.63,16463.58,5018.09
Kush,Alicia,477.58,463.5,i write i want,14.08,15844.65,4829.44
Kush,Alicia,477.78,464.25,write i want you,13.53,15225.71,4640.79
Kush,Alicia,477.98,465.0,i want you guys,12.98,14606.78,4452.14
Kush,Alicia,478.276,465.75,want you guys to,12.526,14095.88,4296.42
Kush,Alicia,478.572,466.5,you guys to list,12.072,13584.98,4140.7
Kush,Alicia,478.868,467.25,guys to list out,11.618,13074.08,3984.97
Kush,Alicia,479.164,468.0,to list out each,11.164,12563.18,3829.25
Kush,Alicia,479.46,468.75,list out each letter,10.71,12052.28,3673.53
Kush,Alicia,529.473,524.333,the abcs yeah it,5.14,5784.2,1763.02
Kush,Alicia,529.807,525.167,abcs yeah it was,4.64,5221.53,1591.52
Kush,Alicia,530.14,526.0,yeah it was pretty,4.14,4658.87,1420.02
Kush,Alicia,530.524,527.0,it was pretty interesting,3.524,3965.66,1208.73
Kush,Alicia,554.78,544.389,put your stuff away,10.3909,11693.2,3564.08
Kush,Alicia,555.007,544.844,your stuff away in,10.163,11436.76,3485.92
Kush,Alicia,555.233,545.298,stuff away in the,9.9352,11180.32,3407.76
Kush,Alicia,555.46,545.753,away in the next,9.7073,10923.89,3329.59
Kush,Alicia,555.687,546.207,in the next five,9.4794,10667.45,3251.43
Kush,Alicia,555.913,546.662,the next five minutes,9.2515,10411.01,3173.27
Kush,Alicia,556.14,547.116,next five minutes so,9.0236,10154.57,3095.11
Kush,Alicia,556.367,547.571,five minutes so that,8.7958,9898.13,3016.94
Kush,Alicia,559.091,550.73,going ok i dont,8.3611,9409.01,2867.86
Kush,Alicia,559.416,551.105,ok i dont want,8.3106,9352.12,2850.52
Kush,Alicia,559.74,551.48,i dont want to,8.26,9295.23,2833.18
Kush,Alicia,559.965,551.668,dont want to put,8.2975,9337.43,2846.04
Kush,Alicia,560.19,551.855,want to put my,8.335,9379.63,2858.91
Kush,Alicia,560.415,552.043,to put my stuff,8.3725,9421.83,2871.77
Kush,Alicia,560.64,552.23,put my stuff away,8.41,9464.03,2884.63
Kush,Alicia,561.787,551.48,i dont want to,10.3067,11598.4,3535.19
Kush,Alicia,563.02,554.98,but class is almost,8.04,9047.65,2757.72
Kush,Alicia,563.333,555.313,class is almost over,8.02,9025.15,2750.86
Kush,Alicia,563.647,555.647,is almost over though,8.0,9002.64,2744.0
Kush,Alicia,563.96,555.98,almost over though no,7.98,8980.13,2737.14
Kush,Alicia,564.273,556.313,over though no not,7.96,8957.63,2730.28
Kush,Alicia,564.587,556.647,though no not anymore,7.94,8935.12,2723.42
Kush,Alicia,567.18,558.98,im learning what a,8.2,9227.71,2812.6
Kush,Alicia,567.48,559.23,learning what a looks,8.25,9283.97,2829.75
Kush,Alicia,567.78,559.48,what a looks like,8.3,9340.24,2846.9
Kush,Alicia,580.958,572.627,youre talking to someone,8.3315,9375.7,2857.71
Kush,Alicia,582.035,573.738,one space away from,8.2968,9336.6,2845.79
Kush,Alicia,582.304,573.96,space away from you,8.3436,9389.34,2861.87
Kush,Alicia,582.573,574.335,away from you mr,8.2377,9270.16,2825.54
Kush,Alicia,582.842,574.71,from you mr teacher,8.1318,9150.98,2789.21
Kush,Alicia,583.111,575.085,you mr teacher can,8.0259,9031.8,2752.89
Kush,Alicia,587.86,579.46,mr teacher can you,8.4,9452.77,2881.2
Kush,Alicia,588.133,579.773,teacher can you teach,8.3608,9408.7,2867.77
Kush,Alicia,588.407,580.085,can you teach me,8.3217,9364.62,2854.33
Kush,Alicia,588.68,580.398,you teach me the,8.2825,9320.55,2840.9
Kush,Alicia,588.953,580.71,teach me the abcs,8.2433,9276.47,2827.46
Kush,Alicia,589.227,581.023,me the abcs i,8.2042,9232.39,2814.03
Kush,Alicia,589.5,581.335,the abcs i wasnt,8.165,9188.32,2800.59
Kush,Alicia,589.773,581.648,abcs i wasnt there,8.1258,9144.24,2787.16
Kush,Alicia,591.14,582.96,yeah yeah for sure,8.18,9205.2,2805.74
Kush,Alicia,591.4,583.21,yeah for sure i,8.19,9216.45,2809.17
Kush,Alicia,591.66,583.46,for sure i can,8.2,9227.71,2812.6
Kush,Alicia,591.92,583.71,sure i can teach,8.21,9238.96,2816.03
Kush,Alicia,592.18,583.96,i can teach you,8.22,9250.21,2819.46
Kush,Alicia,592.4,584.127,can teach you the,8.2733,9310.23,2837.75
Kush,Alicia,592.62,584.293,teach you the abcs,8.3267,9370.25,2856.05
Kush,Alicia,592.84,584.46,you the abcs so,8.38,9430.27,2874.34
Kush,Alicia,593.06,584.627,the abcs so just,8.4333,9490.28,2892.63
Kush,Alicia,593.28,584.793,abcs so just like,8.4867,9550.3,2910.93
Kush,Alicia,593.54,584.96,so just like we,8.58,9655.33,2942.94
Kush,Alicia,593.855,585.273,just like we did,8.5825,9658.14,2943.8
Kush,Alicia,594.17,585.585,like we did the,8.585,9660.96,2944.65
Kush,Alicia,594.485,585.898,we did the other,8.5875,9663.77,2945.51
Kush,Alicia,594.8,586.21,did the other day,8.59,9666.58,2946.37
Kush,Alicia,595.115,586.523,the other day i,8.5925,9669.4,2947.23
Kush,Alicia,595.43,586.835,other day i think,8.595,9672.21,2948.08
Kush,Alicia,595.745,587.148,day i think you,8.5975,9675.02,2948.94
Kush,Alicia,596.06,587.46,i think you were,8.6,9677.84,2949.8
Kush,Alicia,596.237,587.674,think you were absent,8.5629,9636.04,2937.06
Kush,Alicia,596.414,587.889,you were absent that,8.5257,9594.24,2924.32
Kush,Alicia,596.591,588.103,were absent that day,8.4886,9552.44,2911.58
Kush,Alicia,596.769,588.317,absent that day i,8.4514,9510.65,2898.84
Kush,Alicia,596.946,588.531,that day i was,8.4143,9468.85,2886.1
Kush,Alicia,597.123,588.746,day i was absent,8.3771,9427.05,2873.36
Kush,Alicia,602.38,593.44,ok ok yeah we,8.94,10060.45,3066.42
Kush,Alicia,603.38,594.44,ok yeah we can,8.94,10060.45,3066.42
Kush,Alicia,603.585,595.44,yeah we can go,8.145,9165.81,2793.73
Kush,Alicia,603.79,595.654,we can go over,8.1357,9155.36,2790.55
Kush,Alicia,603.995,595.869,can go over the,8.1264,9144.91,2787.36
Kush,Alicia,604.2,596.083,go over the abcs,8.1171,9134.46,2784.18
Kush,Alicia,604.405,596.297,over the abcs so,8.1079,9124.01,2780.99
Kush,Alicia,604.61,596.511,the abcs so what,8.0986,9113.57,2777.81
Kush,Alicia,604.815,596.726,abcs so what do,8.0893,9103.12,2774.62
Kush,Alicia,605.02,596.94,so what do you,8.08,9092.67,2771.44
Kush,Alicia,605.591,597.44,what do you know,8.1514,9173.05,2795.94
Kush,Alicia,609.02,600.44,a ok so when,8.58,9655.33,2942.94
Kush,Alicia,609.9,601.94,ok so when we,7.96,8957.63,2730.28
Kush,Alicia,611.7,603.44,so when we get,8.26,9295.23,2833.18
Kush,Alicia,612.1,603.857,when we get to,8.2433,9276.47,2827.46
Kush,Alicia,612.5,604.273,we get to a,8.2267,9257.71,2821.75
Kush,Alicia,612.9,604.69,get to a i,8.21,9238.96,2816.03
Kush,Alicia,613.3,605.107,to a i dont,8.1933,9220.2,2810.31
Kush,Alicia,613.7,605.523,a i dont like,8.1767,9201.45,2804.6
Kush,Alicia,614.1,605.94,i dont like a,8.16,9182.69,2798.88
Kush,Alicia,614.4,606.315,dont like a why,8.085,9098.29,2773.15
Kush,Alicia,614.7,606.69,like a why dont,8.01,9013.89,2747.43
Kush,Alicia,615.0,607.065,a why dont you,7.935,8929.49,2721.7
Kush,Alicia,615.3,607.44,why dont you like,7.86,8845.09,2695.98
Kush,Alicia,615.516,607.64,dont you like a,7.876,8863.1,2701.47
Kush,Alicia,615.732,607.84,you like a b,7.892,8881.1,2706.96
Kush,Alicia,615.948,608.04,like a b i,7.908,8899.11,2712.44
Kush,Alicia,616.164,608.24,a b i thought,7.924,8917.11,2717.93
Kush,Alicia,616.38,608.44,b i thought you,7.94,8935.12,2723.42
Kush,Alicia,617.74,609.94,i thought you said,7.8,8777.57,2675.4
Kush,Alicia,617.92,610.378,thought you said you,7.5425,8487.8,2587.08
Kush,Alicia,618.1,610.815,you said you didnt,7.285,8198.03,2498.75
Kush,Alicia,618.28,611.253,said you didnt know,7.0275,7908.26,2410.43
Kush,Alicia,618.46,611.69,you didnt know b,6.77,7618.48,2322.11
Kush,Alicia,622.48,614.19,have b what comes,8.29,9328.99,2843.47
Kush,Alicia,622.89,614.565,b what comes after,8.325,9368.37,2855.47
Kush,Alicia,623.3,614.94,what comes after w,8.36,9407.76,2867.48
Kush,Alicia,624.02,615.69,comes after w x,8.33,9374.0,2857.19
Kush,Alicia,624.74,616.44,after w x and,8.3,9340.24,2846.9
Kush,Alicia,625.46,617.19,w x and whats,8.27,9306.48,2836.61
Kush,Alicia,626.18,617.94,x and whats before,8.24,9272.72,2826.32
Kush,Alicia,626.82,618.92,and whats before w,7.9,8890.11,2709.7
Kush,Alicia,628.42,620.206,hey how do you,8.2143,9243.78,2817.5
Kush,Alicia,628.78,620.491,how do you know,8.2886,9327.38,2842.98
Kush,Alicia,628.78,621.92,how do you know,6.86,7719.76,2352.98
Kush,Alicia,629.14,620.777,do you know that,8.3629,9410.97,2868.46
Kush,Alicia,629.14,622.42,do you know that,6.72,7562.22,2304.96
Kush,Alicia,629.5,622.92,you know that i,6.58,7404.67,2256.94
Kush,Alicia,635.94,628.42,what comes before w,7.52,8462.48,2579.36
Kush,Alicia,637.786,630.349,comes before w is,7.4371,8369.24,2550.94
Kush,Alicia,639.631,632.277,before w is actually,7.3543,8276.0,2522.52
Kush,Alicia,641.477,634.206,w is actually b,7.2714,8182.76,2494.1
Kush,Alicia,721.85,713.86,this one is w,7.99,8991.39,2740.57
Kush,Alicia,729.567,721.86,this does look kind,7.7067,8672.54,2643.39
Kush,Alicia,729.823,722.11,does look kind of,7.7133,8680.05,2645.67
Kush,Alicia,730.08,722.36,look kind of like,7.72,8687.55,2647.96
Kush,Alicia,730.337,722.61,kind of like an,7.7267,8695.05,2650.25
Kush,Alicia,730.593,722.86,of like an s,7.7333,8702.55,2652.53
