Speaker_1,Speaker_2,Speaker_1_Time_Sec,Speaker_2_Time_Sec,Raw_Time_Diff_Sec,Matched_Phrase,Estimated_Distance_Ft,Estimated_Distance_M
Kush,Alicia,322.398,308.667,13.7311,want whats on your,15452.03,4709.77
Kush,Alicia,322.7,309.0,13.7,whats on your mind,15417.02,4699.1
Kush,Alicia,323.036,309.4,13.636,on your mind today,15345.0,4677.15
Kush,Alicia,323.372,309.8,13.572,your mind today whats,15272.98,4655.2
Kush,Alicia,323.708,310.2,13.508,mind today whats going,15200.96,4633.24
Kush,Alicia,324.044,310.6,13.444,today whats going on,15128.94,4611.29
Kush,Alicia,324.38,311.0,13.38,whats going on today,15056.92,4589.34
Kush,Alicia,325.3,312.25,13.05,on my mind i,14685.56,4476.15
Kush,Alicia,325.613,312.5,13.1133,my mind i dont,14756.83,4497.87
Kush,Alicia,325.927,312.75,13.1767,mind i dont know,14828.1,4519.6
Kush,Alicia,326.24,313.0,13.24,i dont know i,14899.37,4541.32
Kush,Alicia,326.553,313.333,13.22,dont know i was,14876.86,4534.46
Kush,Alicia,326.867,313.667,13.2,know i was about,14854.36,4527.6
Kush,Alicia,327.18,314.0,13.18,i was about to,14831.85,4520.74
Kush,Alicia,327.38,314.231,13.1492,was about to start,14797.22,4510.19
Kush,Alicia,327.58,314.462,13.1185,about to start coloring,14762.6,4499.63
Kush,Alicia,327.78,314.692,13.0877,to start coloring and,14727.97,4489.08
Kush,Alicia,327.98,314.923,13.0569,start coloring and then,14693.35,4478.52
Kush,Alicia,328.18,315.154,13.0262,coloring and then you,14658.72,4467.97
Kush,Alicia,328.38,315.385,12.9954,and then you started,14624.1,4457.42
Kush,Alicia,328.58,315.615,12.9646,then you started talking,14589.47,4446.86
Kush,Alicia,328.78,315.846,12.9338,you started talking about,14554.85,4436.31
Kush,Alicia,328.98,316.077,12.9031,started talking about pandas,14520.22,4425.76
Kush,Alicia,331.14,317.714,13.4257,why dont you show,15108.36,4605.02
Kush,Alicia,331.47,318.071,13.3986,dont you show the,15077.81,4595.71
Kush,Alicia,331.8,318.429,13.3714,you show the panda,15047.27,4586.4
Kush,Alicia,332.13,318.786,13.3443,show the panda what,15016.73,4577.09
Kush,Alicia,332.46,319.143,13.3171,the panda what you,14986.18,4567.78
Kush,Alicia,332.79,319.5,13.29,panda what you have,14955.64,4558.47
Kush,Alicia,334.44,321.286,13.1543,your book here look,14802.91,4511.92
Kush,Alicia,334.77,321.643,13.1271,book here look look,14772.37,4502.61
Kush,Alicia,335.1,322.0,13.1,here look look i,14741.82,4493.3
Kush,Alicia,335.94,323.0,12.94,look look i have,14561.77,4438.42
Kush,Alicia,336.78,324.0,12.78,look i have not,14381.72,4383.54
Kush,Alicia,337.187,325.0,12.1867,i have not drawn,13714.02,4180.03
Kush,Alicia,337.593,325.2,12.3933,have not drawn anything,13946.59,4250.91
Kush,Alicia,338.0,325.4,12.6,not drawn anything oh,14179.16,4321.8
Kush,Alicia,338.407,325.6,12.8067,drawn anything oh wow,14411.73,4392.69
Kush,Alicia,339.22,327.0,12.22,oh wow look at,13751.53,4191.46
Kush,Alicia,339.84,327.5,12.34,wow look at this,13886.57,4232.62
Kush,Alicia,341.34,328.0,13.34,look at this thats,15011.9,4575.62
Kush,Alicia,341.727,328.333,13.3933,at this thats very,15071.92,4593.91
Kush,Alicia,342.113,328.667,13.4467,this thats very creative,15131.94,4612.21
Kush,Alicia,342.5,329.0,13.5,thats very creative of,15191.95,4630.5
Kush,Alicia,342.94,329.4,13.54,very creative of you,15236.97,4644.22
Kush,Alicia,343.38,329.8,13.58,creative of you i,15281.98,4657.94
Kush,Alicia,343.82,330.2,13.62,of you i cant,15326.99,4671.66
Kush,Alicia,344.26,330.6,13.66,you i cant read,15372.01,4685.38
Kush,Alicia,344.7,331.0,13.7,i cant read this,15417.02,4699.1
Kush,Alicia,345.41,331.5,13.91,cant read this i,15653.34,4771.13
Kush,Alicia,346.12,332.0,14.12,read this i thought,15889.66,4843.16
Kush,Alicia,346.83,332.5,14.33,this i thought you,16125.98,4915.19
Kush,Alicia,347.54,333.0,14.54,i thought you made,16362.3,4987.22
Kush,Alicia,347.724,333.4,14.324,thought you made it,16119.23,4913.13
Kush,Alicia,347.908,333.8,14.108,you made it what,15876.16,4839.04
Kush,Alicia,348.092,334.2,13.892,made it what do,15633.08,4764.96
Kush,Alicia,348.276,334.6,13.676,it what do you,15390.01,4690.87
Kush,Alicia,348.46,335.0,13.46,what do you mean,15146.94,4616.78
Kush,Alicia,348.67,335.25,13.42,do you mean you,15101.93,4603.06
Kush,Alicia,348.88,335.5,13.38,you mean you cannot,15056.92,4589.34
Kush,Alicia,349.09,335.75,13.34,mean you cannot read,15011.9,4575.62
Kush,Alicia,349.3,336.0,13.3,you cannot read it,14966.89,4561.9
Kush,Alicia,349.51,336.25,13.26,cannot read it i,14921.88,4548.18
Kush,Alicia,349.72,336.5,13.22,read it i didnt,14876.86,4534.46
Kush,Alicia,349.93,336.75,13.18,it i didnt thats,14831.85,4520.74
Kush,Alicia,350.14,337.0,13.14,i didnt thats funny,14786.84,4507.02
Kush,Alicia,350.64,337.5,13.14,didnt thats funny i,14786.84,4507.02
Kush,Alicia,351.14,338.0,13.14,thats funny i did,14786.84,4507.02
Kush,Alicia,366.02,346.0,20.02,i got every position,22529.11,6866.86
Kush,Alicia,366.317,346.846,19.471,got every position everyone,21911.29,6678.55
Kush,Alicia,366.614,347.692,18.922,every position everyone was,21293.47,6490.24
Kush,Alicia,366.911,348.538,18.373,position everyone was at,20675.65,6301.93
Kush,Alicia,367.209,349.385,17.824,everyone was at and,20057.83,6113.62
Kush,Alicia,367.506,350.231,17.2749,was at and who,19440.01,5925.31
Kush,Alicia,367.803,351.077,16.7259,at and who they,18822.2,5737.0
Kush,Alicia,368.1,351.923,16.1769,and who they were,18204.38,5548.68
Kush,Alicia,368.433,352.769,15.6641,who they were talking,17627.28,5372.79
Kush,Alicia,368.767,353.615,15.1513,they were talking to,17050.19,5196.89
Kush,Alicia,369.1,354.462,14.6385,were talking to only,16473.1,5020.99
Kush,Alicia,369.433,355.308,14.1256,talking to only you,15896.01,4845.09
Kush,Alicia,369.767,356.154,13.6128,to only you understand,15318.92,4669.2
Kush,Alicia,370.1,357.0,13.1,only you understand that,14741.82,4493.3
Kush,Alicia,370.54,357.4,13.14,you understand that man,14786.84,4507.02
Kush,Alicia,373.14,359.0,14.14,the last number like,15912.17,4850.02
Kush,Alicia,374.19,360.364,13.8264,riyadhs at one and,15559.22,4742.44
Kush,Alicia,374.4,360.636,13.7636,at one and hes,15488.63,4720.93
Kush,Alicia,374.61,360.909,13.7009,one and hes talking,15418.04,4699.41
Kush,Alicia,375.7,362.0,13.7,whoever was at three,15417.02,4699.1
Kush,Alicia,376.788,363.0,13.788,whos at three max,15516.05,4729.28
Kush,Alicia,376.996,363.25,13.746,at three max so,15468.79,4714.88
Kush,Alicia,378.22,364.333,13.8867,riyadh and max are,15627.08,4763.13
Kush,Alicia,378.572,364.667,13.9053,and max are talking,15648.09,4769.53
Kush,Alicia,378.924,365.0,13.924,max are talking cool,15669.09,4775.93
Kush,Alicia,379.276,365.333,13.9427,are talking cool cool,15690.1,4782.33
Kush,Alicia,379.628,365.667,13.9613,talking cool cool did,15711.11,4788.74
Kush,Alicia,379.98,366.0,13.98,cool cool did you,15732.11,4795.14
Kush,Alicia,380.48,367.0,13.48,cool did you write,15169.45,4623.64
Kush,Alicia,380.98,368.0,12.98,did you write down,14606.78,4452.14
Kush,Alicia,381.275,368.154,13.1212,you write down the,14765.63,4500.56
Kush,Alicia,385.82,373.0,12.82,i stopped recording by,14426.73,4397.26
Kush,Alicia,386.02,373.25,12.77,stopped recording by the,14370.46,4380.11
Kush,Alicia,386.22,373.5,12.72,recording by the way,14314.2,4362.96
Kush,Alicia,386.42,373.75,12.67,by the way you,14257.93,4345.81
Kush,Alicia,389.54,376.0,13.54,what did you think,15236.97,4644.22
Kush,Alicia,392.82,379.0,13.82,its mainly your opinion,15552.06,4740.26
Kush,Alicia,402.58,394.0,8.58,hold on i need,9655.33,2942.94
Kush,Alicia,402.82,394.5,8.32,on i need to,9362.75,2853.76
Kush,Alicia,403.06,395.0,8.06,i need to close,9070.16,2764.58
Kush,Alicia,403.307,395.167,8.14,need to close my,9160.19,2792.02
Kush,Alicia,409.3,401.0,8.3,lets go i start,9340.24,2846.9
Kush,Alicia,409.82,401.5,8.32,go i start at,9362.75,2853.76
Kush,Alicia,410.34,402.0,8.34,i start at the,9385.25,2860.62
Kush,Alicia,410.593,402.5,8.0933,start at the coloring,9107.67,2776.01
Kush,Alicia,410.847,403.0,7.8467,at the coloring station,8830.09,2691.41
Kush,Alicia,423.86,415.0,8.86,wow somebody did a,9970.42,3038.98
Kush,Alicia,424.43,416.0,8.43,somebody did a really,9486.53,2891.49
Kush,Alicia,425.0,416.571,8.4286,did a really good,9484.92,2891.0
Kush,Alicia,425.57,417.143,8.4271,a really good job,9483.32,2890.51
Kush,Alicia,426.14,417.714,8.4257,really good job drawing,9481.71,2890.02
Kush,Alicia,426.71,418.286,8.4243,good job drawing all,9480.1,2889.53
Kush,Alicia,427.28,418.857,8.4229,job drawing all right,9478.49,2889.04
Kush,Alicia,427.85,419.429,8.4214,drawing all right now,9476.89,2888.55
Kush,Alicia,437.1,427.789,9.3105,we need to refine,10477.41,3193.51
Kush,Alicia,437.415,428.158,9.2571,need to refine it,10417.3,3175.19
Kush,Alicia,437.73,428.526,9.2037,to refine it a,10357.18,3156.86
Kush,Alicia,438.045,428.895,9.1503,refine it a little,10297.07,3138.54
Kush,Alicia,438.36,429.263,9.0968,it a little better,10236.95,3120.22
Kush,Alicia,444.68,435.571,9.1086,want to restart real,10250.15,3124.24
Kush,Alicia,444.86,435.857,9.0029,to restart real quick,10131.19,3087.98
Kush,Alicia,445.04,436.143,8.8971,restart real quick yeah,10012.22,3051.72
Kush,Alicia,468.86,456.0,12.86,im going to be,14471.74,4410.98
Kush,Alicia,475.06,455.0,20.06,all right im going,22574.12,6880.58
Kush,Alicia,475.32,455.5,19.82,right im going to,22304.04,6798.26
Kush,Alicia,475.58,456.0,19.58,im going to be,22033.96,6715.94
Kush,Alicia,475.78,456.75,19.03,going to be writing,21415.03,6527.29
Kush,Alicia,475.98,457.5,18.48,to be writing on,20796.1,6338.64
Kush,Alicia,476.18,458.25,17.93,be writing on the,20177.17,6149.99
Kush,Alicia,476.38,459.0,17.38,writing on the board,19558.24,5961.34
Kush,Alicia,476.58,459.75,16.83,on the board and,18939.3,5772.69
Kush,Alicia,476.78,460.5,16.28,the board and as,18320.37,5584.04
Kush,Alicia,476.98,461.25,15.73,board and as i,17701.44,5395.39
Kush,Alicia,477.18,462.0,15.18,and as i write,17082.51,5206.74
Kush,Alicia,477.38,462.75,14.63,as i write i,16463.58,5018.09
Kush,Alicia,477.58,463.5,14.08,i write i want,15844.65,4829.44
Kush,Alicia,477.78,464.25,13.53,write i want you,15225.71,4640.79
Kush,Alicia,477.98,465.0,12.98,i want you guys,14606.78,4452.14
Kush,Alicia,478.276,465.75,12.526,want you guys to,14095.88,4296.42
Kush,Alicia,478.572,466.5,12.072,you guys to list,13584.98,4140.7
Kush,Alicia,478.868,467.25,11.618,guys to list out,13074.08,3984.97
Kush,Alicia,479.164,468.0,11.164,to list out each,12563.18,3829.25
Kush,Alicia,479.46,468.75,10.71,list out each letter,12052.28,3673.53
Kush,Alicia,529.473,524.333,5.14,the abcs yeah it,5784.2,1763.02
Kush,Alicia,529.807,525.167,4.64,abcs yeah it was,5221.53,1591.52
Kush,Alicia,530.14,526.0,4.14,yeah it was pretty,4658.87,1420.02
Kush,Alicia,530.524,527.0,3.524,it was pretty interesting,3965.66,1208.73
Kush,Alicia,554.78,544.389,10.3909,put your stuff away,11693.2,3564.08
Kush,Alicia,555.007,544.844,10.163,your stuff away in,11436.76,3485.92
Kush,Alicia,555.233,545.298,9.9352,stuff away in the,11180.32,3407.76
Kush,Alicia,555.46,545.753,9.7073,away in the next,10923.89,3329.59
Kush,Alicia,555.687,546.207,9.4794,in the next five,10667.45,3251.43
Kush,Alicia,555.913,546.662,9.2515,the next five minutes,10411.01,3173.27
Kush,Alicia,556.14,547.116,9.0236,next five minutes so,10154.57,3095.11
Kush,Alicia,556.367,547.571,8.7958,five minutes so that,9898.13,3016.94
Kush,Alicia,559.091,550.73,8.3611,going ok i dont,9409.01,2867.86
Kush,Alicia,559.416,551.105,8.3106,ok i dont want,9352.12,2850.52
Kush,Alicia,559.74,551.48,8.26,i dont want to,9295.23,2833.18
Kush,Alicia,559.965,551.668,8.2975,dont want to put,9337.43,2846.04
Kush,Alicia,560.19,551.855,8.335,want to put my,9379.63,2858.91
Kush,Alicia,560.415,552.043,8.3725,to put my stuff,9421.83,2871.77
Kush,Alicia,560.64,552.23,8.41,put my stuff away,9464.03,2884.63
Kush,Alicia,561.787,551.48,10.3067,i dont want to,11598.4,3535.19
Kush,Alicia,563.02,554.98,8.04,but class is almost,9047.65,2757.72
Kush,Alicia,563.333,555.313,8.02,class is almost over,9025.15,2750.86
Kush,Alicia,563.647,555.647,8.0,is almost over though,9002.64,2744.0
Kush,Alicia,563.96,555.98,7.98,almost over though no,8980.13,2737.14
Kush,Alicia,564.273,556.313,7.96,over though no not,8957.63,2730.28
Kush,Alicia,564.587,556.647,7.94,though no not anymore,8935.12,2723.42
Kush,Alicia,567.18,558.98,8.2,im learning what a,9227.71,2812.6
Kush,Alicia,567.48,559.23,8.25,learning what a looks,9283.97,2829.75
Kush,Alicia,567.78,559.48,8.3,what a looks like,9340.24,2846.9
Kush,Alicia,580.958,572.627,8.3315,youre talking to someone,9375.7,2857.71
Kush,Alicia,582.035,573.738,8.2968,one space away from,9336.6,2845.79
Kush,Alicia,582.304,573.96,8.3436,space away from you,9389.34,2861.87
Kush,Alicia,582.573,574.335,8.2377,away from you mr,9270.16,2825.54
Kush,Alicia,582.842,574.71,8.1318,from you mr teacher,9150.98,2789.21
Kush,Alicia,583.111,575.085,8.0259,you mr teacher can,9031.8,2752.89
Kush,Alicia,587.86,579.46,8.4,mr teacher can you,9452.77,2881.2
Kush,Alicia,588.133,579.773,8.3608,teacher can you teach,9408.7,2867.77
Kush,Alicia,588.407,580.085,8.3217,can you teach me,9364.62,2854.33
Kush,Alicia,588.68,580.398,8.2825,you teach me the,9320.55,2840.9
Kush,Alicia,588.953,580.71,8.2433,teach me the abcs,9276.47,2827.46
Kush,Alicia,589.227,581.023,8.2042,me the abcs i,9232.39,2814.03
Kush,Alicia,589.5,581.335,8.165,the abcs i wasnt,9188.32,2800.59
Kush,Alicia,589.773,581.648,8.1258,abcs i wasnt there,9144.24,2787.16
Kush,Alicia,591.14,582.96,8.18,yeah yeah for sure,9205.2,2805.74
Kush,Alicia,591.4,583.21,8.19,yeah for sure i,9216.45,2809.17
Kush,Alicia,591.66,583.46,8.2,for sure i can,9227.71,2812.6
Kush,Alicia,591.92,583.71,8.21,sure i can teach,9238.96,2816.03
Kush,Alicia,592.18,583.96,8.22,i can teach you,9250.21,2819.46
Kush,Alicia,592.4,584.127,8.2733,can teach you the,9310.23,2837.75
Kush,Alicia,592.62,584.293,8.3267,teach you the abcs,9370.25,2856.05
Kush,Alicia,592.84,584.46,8.38,you the abcs so,9430.27,2874.34
Kush,Alicia,593.06,584.627,8.4333,the abcs so just,9490.28,2892.63
Kush,Alicia,593.28,584.793,8.4867,abcs so just like,9550.3,2910.93
Kush,Alicia,593.54,584.96,8.58,so just like we,9655.33,2942.94
Kush,Alicia,593.855,585.273,8.5825,just like we did,9658.14,2943.8
Kush,Alicia,594.17,585.585,8.585,like we did the,9660.96,2944.65
Kush,Alicia,594.485,585.898,8.5875,we did the other,9663.77,2945.51
Kush,Alicia,594.8,586.21,8.59,did the other day,9666.58,2946.37
Kush,Alicia,595.115,586.523,8.5925,the other day i,9669.4,2947.23
Kush,Alicia,595.43,586.835,8.595,other day i think,9672.21,2948.08
Kush,Alicia,595.745,587.148,8.5975,day i think you,9675.02,2948.94
Kush,Alicia,596.06,587.46,8.6,i think you were,9677.84,2949.8
Kush,Alicia,596.237,587.674,8.5629,think you were absent,9636.04,2937.06
Kush,Alicia,596.414,587.889,8.5257,you were absent that,9594.24,2924.32
Kush,Alicia,596.591,588.103,8.4886,were absent that day,9552.44,2911.58
Kush,Alicia,596.769,588.317,8.4514,absent that day i,9510.65,2898.84
Kush,Alicia,596.946,588.531,8.4143,that day i was,9468.85,2886.1
Kush,Alicia,597.123,588.746,8.3771,day i was absent,9427.05,2873.36
Kush,Alicia,602.38,593.44,8.94,ok ok yeah we,10060.45,3066.42
Kush,Alicia,603.38,594.44,8.94,ok yeah we can,10060.45,3066.42
Kush,Alicia,603.585,595.44,8.145,yeah we can go,9165.81,2793.73
Kush,Alicia,603.79,595.654,8.1357,we can go over,9155.36,2790.55
Kush,Alicia,603.995,595.869,8.1264,can go over the,9144.91,2787.36
Kush,Alicia,604.2,596.083,8.1171,go over the abcs,9134.46,2784.18
Kush,Alicia,604.405,596.297,8.1079,over the abcs so,9124.01,2780.99
Kush,Alicia,604.61,596.511,8.0986,the abcs so what,9113.57,2777.81
Kush,Alicia,604.815,596.726,8.0893,abcs so what do,9103.12,2774.62
Kush,Alicia,605.02,596.94,8.08,so what do you,9092.67,2771.44
Kush,Alicia,605.591,597.44,8.1514,what do you know,9173.05,2795.94
Kush,Alicia,609.02,600.44,8.58,a ok so when,9655.33,2942.94
Kush,Alicia,609.9,601.94,7.96,ok so when we,8957.63,2730.28
Kush,Alicia,611.7,603.44,8.26,so when we get,9295.23,2833.18
Kush,Alicia,612.1,603.857,8.2433,when we get to,9276.47,2827.46
Kush,Alicia,612.5,604.273,8.2267,we get to a,9257.71,2821.75
Kush,Alicia,612.9,604.69,8.21,get to a i,9238.96,2816.03
Kush,Alicia,613.3,605.107,8.1933,to a i dont,9220.2,2810.31
Kush,Alicia,613.7,605.523,8.1767,a i dont like,9201.45,2804.6
Kush,Alicia,614.1,605.94,8.16,i dont like a,9182.69,2798.88
Kush,Alicia,614.4,606.315,8.085,dont like a why,9098.29,2773.15
Kush,Alicia,614.7,606.69,8.01,like a why dont,9013.89,2747.43
Kush,Alicia,615.0,607.065,7.935,a why dont you,8929.49,2721.7
Kush,Alicia,615.3,607.44,7.86,why dont you like,8845.09,2695.98
Kush,Alicia,615.516,607.64,7.876,dont you like a,8863.1,2701.47
Kush,Alicia,615.732,607.84,7.892,you like a b,8881.1,2706.96
Kush,Alicia,615.948,608.04,7.908,like a b i,8899.11,2712.44
Kush,Alicia,616.164,608.24,7.924,a b i thought,8917.11,2717.93
Kush,Alicia,616.38,608.44,7.94,b i thought you,8935.12,2723.42
Kush,Alicia,617.74,609.94,7.8,i thought you said,8777.57,2675.4
Kush,Alicia,617.92,610.378,7.5425,thought you said you,8487.8,2587.08
Kush,Alicia,618.1,610.815,7.285,you said you didnt,8198.03,2498.75
Kush,Alicia,618.28,611.253,7.0275,said you didnt know,7908.26,2410.43
Kush,Alicia,618.46,611.69,6.77,you didnt know b,7618.48,2322.11
Kush,Alicia,622.48,614.19,8.29,have b what comes,9328.99,2843.47
Kush,Alicia,622.89,614.565,8.325,b what comes after,9368.37,2855.47
Kush,Alicia,623.3,614.94,8.36,what comes after w,9407.76,2867.48
Kush,Alicia,624.02,615.69,8.33,comes after w x,9374.0,2857.19
Kush,Alicia,624.74,616.44,8.3,after w x and,9340.24,2846.9
Kush,Alicia,625.46,617.19,8.27,w x and whats,9306.48,2836.61
Kush,Alicia,626.18,617.94,8.24,x and whats before,9272.72,2826.32
Kush,Alicia,626.82,618.92,7.9,and whats before w,8890.11,2709.7
Kush,Alicia,628.42,620.206,8.2143,hey how do you,9243.78,2817.5
Kush,Alicia,628.78,620.491,8.2886,how do you know,9327.38,2842.98
Kush,Alicia,629.14,620.777,8.3629,do you know that,9410.97,2868.46
Kush,Alicia,629.5,622.92,6.58,you know that i,7404.67,2256.94
Kush,Alicia,635.94,628.42,7.52,what comes before w,8462.48,2579.36
Kush,Alicia,637.786,630.349,7.4371,comes before w is,8369.24,2550.94
Kush,Alicia,639.631,632.277,7.3543,before w is actually,8276.0,2522.52
Kush,Alicia,641.477,634.206,7.2714,w is actually b,8182.76,2494.1
Kush,Alicia,721.85,713.86,7.99,this one is w,8991.39,2740.57
Kush,Alicia,729.567,721.86,7.7067,this does look kind,8672.54,2643.39
Kush,Alicia,729.823,722.11,7.7133,does look kind of,8680.05,2645.67
Kush,Alicia,730.08,722.36,7.72,look kind of like,8687.55,2647.96
Kush,Alicia,730.337,722.61,7.7267,kind of like an,8695.05,2650.25
Kush,Alicia,730.593,722.86,7.7333,of like an s,8702.55,2652.53
Kush,Alicia,733.567,726.66,6.9067,was telling the truth,7772.28,2368.99
Kush,Alicia,734.5,726.36,8.14,he was telling the,9160.19,2792.02
Kush,Alicia,734.7,726.66,8.04,was telling the truth,9047.65,2757.72
Kush,Alicia,734.9,726.96,7.94,telling the truth wow,8935.12,2723.42
Kush,Alicia,735.1,727.26,7.84,the truth wow but,8822.59,2689.12
Kush,Alicia,735.3,727.56,7.74,truth wow but there,8710.05,2654.82
Kush,Alicia,735.5,727.86,7.64,wow but there is,8597.52,2620.52
